    actor_person_id UUID,  -- Acting person.
    action VARCHAR NOT NULL DEFAULT Action taken.,  -- audit_action
    entity_type VARCHAR(50) NOT NULL,  -- Entity touched.
    entity_id UUID NOT NULL,  -- Entity ID.
    before_state JSONB,  -- Pre-image.
    after_state JSONB,  -- Post-image.
    ip_address INET,  -- Client IP.
    reason TEXT,  -- Reason supplied.
    CONSTRAINT fk_audit_trail_entry_actor_person_id FOREIGN KEY (actor_person_id) REFERENCES doc_mgmt.person(person_id)
);
